,Id,Pred,Season,team0,team1,wins0,wins1,avg_fgm0,avg_fgm1,std_fgm0,std_fgm1,avg_fga0,avg_fga1,std_fga0,std_fga1,avg_fgm30,avg_fgm31,std_fgm30,std_fgm31,avg_fga30,avg_fga31,std_fga30,std_fga31,avg_ftm0,avg_ftm1,std_ftm0,std_ftm1,avg_fta0,avg_fta1,std_fta0,std_fta1,avg_or0,avg_or1,std_or0,std_or1,avg_dr0,avg_dr1,std_dr0,std_dr1,avg_ast0,avg_ast1,std_ast0,std_ast1,avg_to0,avg_to1,std_to0,std_to1,avg_stl0,avg_stl1,std_stl0,std_stl1,avg_blk0,avg_blk1,std_blk0,std_blk1,avg_pf0,avg_pf1,std_pf0,std_pf1,ftr0,ftr1,efg0,efg1,to_p0,to_p1,orp0,orp1
3039,2013_1172_1279,0.5,2013,1172,1279,25,26,24.56,27.21,3.67,3.91,53.16,62.06,5.97,8.95,7.5,6.79,2.83,2.23,20.47,20.62,5.19,5.0,16.47,16.68,4.8,7.32,20.56,24.38,5.35,8.82,9.03,13.09,3.74,4.59,24.44,25.65,5.71,4.13,13.75,12.59,3.52,4.06,11.0,11.35,3.22,3.18,5.72,8.41,2.67,3.51,2.75,5.15,1.8,2.31,17.62,16.94,4.13,4.27,0.39,0.4,0.53,0.5,0.28,0.26,0.28,0.33
3040,2013_1172_1281,0.5,2013,1172,1281,25,23,24.56,27.27,3.67,5.63,53.16,59.33,5.97,9.33,7.5,6.3,2.83,2.44,20.47,18.55,5.19,4.84,16.47,15.39,4.8,7.08,20.56,20.82,5.35,9.06,9.03,13.7,3.74,4.67,24.44,27.73,5.71,5.45,13.75,13.94,3.52,3.83,11.0,13.24,3.22,4.5,5.72,6.76,2.67,2.53,2.75,3.52,1.8,1.68,17.62,16.45,4.13,4.02,0.39,0.36,0.53,0.52,0.28,0.37,0.28,0.39
3041,2013_1172_1285,0.5,2013,1172,1285,25,23,24.56,23.86,3.67,3.45,53.16,50.48,5.97,5.79,7.5,6.76,2.83,2.43,20.47,17.9,5.19,4.62,16.47,16.0,4.8,6.52,20.56,20.86,5.35,7.84,9.03,7.38,3.74,3.35,24.44,23.45,5.71,3.55,13.75,12.55,3.52,3.6,11.0,12.31,3.22,2.99,5.72,5.76,2.67,3.37,2.75,3.0,1.8,1.75,17.62,17.07,4.13,4.77,0.39,0.42,0.53,0.54,0.28,0.33,0.28,0.25
3042,2013_1172_1292,0.5,2013,1172,1292,25,28,24.56,25.03,3.67,4.37,53.16,54.03,5.97,6.35,7.5,5.36,2.83,2.96,20.47,14.18,5.19,5.3,16.47,15.82,4.8,6.06,20.56,22.82,5.35,6.49,9.03,12.15,3.74,3.39,24.44,24.67,5.71,3.68,13.75,14.15,3.52,4.57,11.0,13.79,3.22,4.44,5.72,7.09,2.67,3.11,2.75,3.79,1.8,1.6,17.62,20.61,4.13,3.58,0.39,0.43,0.53,0.51,0.28,0.41,0.28,0.37
3043,2013_1172_1299,0.5,2013,1172,1299,25,18,24.56,20.56,3.67,4.74,53.16,51.91,5.97,7.03,7.5,5.79,2.83,2.64,20.47,19.21,5.19,4.74,16.47,14.71,4.8,6.45,20.56,22.41,5.35,7.91,9.03,10.65,3.74,3.52,24.44,24.44,5.71,4.76,13.75,10.91,3.52,4.09,11.0,15.06,3.22,3.65,5.72,6.82,2.67,2.58,2.75,4.53,1.8,2.55,17.62,19.41,4.13,4.32,0.39,0.45,0.53,0.46,0.28,0.46,0.28,0.31
3044,2013_1172_1301,0.5,2013,1172,1301,25,24,24.56,28.12,3.67,4.44,53.16,56.91,5.97,5.26,7.5,5.29,2.83,1.88,20.47,13.47,5.19,3.47,16.47,16.0,4.8,6.11,20.56,23.44,5.35,8.05,9.03,11.44,3.74,3.16,24.44,25.38,5.71,4.64,13.75,14.62,3.52,4.02,11.0,12.35,3.22,2.65,5.72,6.59,2.67,2.55,2.75,4.26,1.8,2.45,17.62,15.32,4.13,4.18,0.39,0.42,0.53,0.54,0.28,0.3,0.28,0.35
3045,2013_1172_1307,0.5,2013,1172,1307,25,29,24.56,21.97,3.67,4.64,53.16,51.74,5.97,5.3,7.5,6.41,2.83,3.14,20.47,18.09,5.19,4.68,16.47,17.09,4.8,7.63,20.56,23.68,5.35,8.66,9.03,9.38,3.74,3.31,24.44,25.85,5.71,4.12,13.75,14.62,3.52,4.31,11.0,11.5,3.22,3.8,5.72,6.12,2.67,2.29,2.75,3.91,1.8,2.22,17.62,15.44,4.13,3.99,0.39,0.46,0.53,0.49,0.28,0.31,0.28,0.29
3046,2013_1172_1308,0.5,2013,1172,1308,25,23,24.56,23.85,3.67,4.8,53.16,51.7,5.97,6.7,7.5,4.0,2.83,2.06,20.47,12.27,5.19,3.6,16.47,16.3,4.8,4.93,20.56,24.79,5.35,7.03,9.03,11.79,3.74,4.27,24.44,25.39,5.71,4.42,13.75,11.45,3.52,4.04,11.0,14.36,3.22,4.81,5.72,5.52,2.67,2.56,2.75,5.55,1.8,2.63,17.62,15.21,4.13,3.85,0.39,0.49,0.53,0.5,0.28,0.45,0.28,0.36
3047,2013_1172_1314,0.5,2013,1172,1314,25,23,24.56,28.33,3.67,4.5,53.16,64.58,5.97,6.41,7.5,7.33,2.83,3.52,20.47,19.82,5.19,5.94,16.47,12.18,4.8,5.11,20.56,18.09,5.35,7.47,9.03,13.7,3.74,4.94,24.44,25.15,5.71,5.09,13.75,17.03,3.52,5.7,11.0,12.27,3.22,3.13,5.72,7.97,2.67,3.1,2.75,3.3,1.8,2.19,17.62,14.91,4.13,3.45,0.39,0.28,0.53,0.5,0.28,0.28,0.28,0.35
3048,2013_1172_1322,0.5,2013,1172,1322,25,19,24.56,27.44,3.67,5.18,53.16,61.48,5.97,6.55,7.5,5.74,2.83,3.03,20.47,18.26,5.19,4.02,16.47,17.33,4.8,5.21,20.56,25.11,5.35,7.19,9.03,13.67,3.74,3.98,24.44,24.48,5.71,5.13,13.75,14.63,3.52,4.88,11.0,14.0,3.22,4.64,5.72,9.33,2.67,4.25,2.75,4.52,1.8,2.23,17.62,19.89,4.13,5.01,0.39,0.41,0.53,0.49,0.28,0.33,0.28,0.35
3049,2013_1172_1323,0.5,2013,1172,1323,25,25,24.56,25.59,3.67,4.96,53.16,55.24,5.97,6.88,7.5,6.59,2.83,2.7,20.47,17.65,5.19,4.31,16.47,12.59,4.8,6.44,20.56,17.79,5.35,8.82,9.03,11.12,3.74,3.97,24.44,25.12,5.71,6.07,13.75,17.0,3.52,4.33,11.0,11.06,3.22,3.37,5.72,5.09,2.67,2.23,2.75,3.82,1.8,2.22,17.62,14.24,4.13,4.94,0.39,0.32,0.53,0.52,0.28,0.3,0.28,0.34
3050,2013_1172_1326,0.5,2013,1172,1326,25,26,24.56,25.09,3.67,4.54,53.16,55.27,5.97,6.06,7.5,6.03,2.83,2.66,20.47,17.18,5.19,5.84,16.47,13.09,4.8,5.1,20.56,18.88,5.35,5.9,9.03,10.67,3.74,4.11,24.44,24.82,5.71,4.64,13.75,13.33,3.52,4.73,11.0,10.61,3.22,3.35,5.72,6.79,2.67,2.58,2.75,4.3,1.8,2.28,17.62,15.55,4.13,4.36,0.39,0.34,0.53,0.51,0.28,0.27,0.28,0.32
3051,2013_1172_1328,0.5,2013,1172,1328,25,20,24.56,25.16,3.67,3.83,53.16,57.71,5.97,5.18,7.5,4.97,2.83,2.48,20.47,15.23,5.19,3.91,16.47,15.84,4.8,7.13,20.56,20.84,5.35,7.57,9.03,11.9,3.74,4.0,24.44,24.84,5.71,4.69,13.75,12.39,3.52,3.73,11.0,11.84,3.22,3.26,5.72,6.45,2.67,2.19,2.75,2.81,1.8,1.64,17.62,17.32,4.13,4.52,0.39,0.37,0.53,0.48,0.28,0.3,0.28,0.33
3052,2013_1172_1329,0.5,2013,1172,1329,25,24,24.56,24.78,3.67,3.79,53.16,56.31,5.97,7.09,7.5,5.56,2.83,2.66,20.47,17.59,5.19,5.03,16.47,17.25,4.8,5.71,20.56,23.0,5.35,7.37,9.03,10.88,3.74,3.75,24.44,25.53,5.71,5.41,13.75,12.06,3.52,3.67,11.0,12.41,3.22,3.71,5.72,7.5,2.67,2.41,2.75,4.75,1.8,1.76,17.62,17.97,4.13,3.71,0.39,0.42,0.53,0.49,0.28,0.32,0.28,0.31
3053,2013_1172_1332,0.5,2013,1172,1332,25,26,24.56,25.47,3.67,4.83,53.16,56.97,5.97,7.38,7.5,5.03,2.83,2.15,20.47,15.59,5.19,4.26,16.47,15.76,4.8,5.36,20.56,22.21,5.35,6.78,9.03,12.24,3.74,4.1,24.44,25.18,5.71,3.97,13.75,13.0,3.52,3.91,11.0,14.91,3.22,3.94,5.72,8.5,2.67,2.92,2.75,4.0,1.8,2.02,17.62,17.38,4.13,4.22,0.39,0.4,0.53,0.49,0.28,0.42,0.28,0.36
3054,2013_1172_1334,0.5,2013,1172,1334,25,20,24.56,23.22,3.67,3.36,53.16,52.06,5.97,5.65,7.5,6.47,2.83,2.88,20.47,16.53,5.19,5.62,16.47,13.94,4.8,4.87,20.56,19.91,5.35,6.04,9.03,9.41,3.74,3.89,24.44,22.16,5.71,3.72,13.75,14.34,3.52,4.08,11.0,11.22,3.22,3.05,5.72,5.53,2.67,3.05,2.75,1.22,1.8,0.94,17.62,18.31,4.13,4.13,0.39,0.39,0.53,0.51,0.28,0.3,0.28,0.29
3055,2013_1172_1338,0.5,2013,1172,1338,25,24,24.56,25.56,3.67,5.56,53.16,53.78,5.97,6.03,7.5,5.06,2.83,2.66,20.47,14.06,5.19,5.36,16.47,13.41,4.8,4.25,20.56,20.19,5.35,5.13,9.03,12.94,3.74,4.3,24.44,22.41,5.71,5.14,13.75,16.53,3.52,4.79,11.0,10.91,3.22,3.57,5.72,6.66,2.67,2.73,2.75,3.94,1.8,2.15,17.62,17.12,4.13,4.21,0.39,0.38,0.53,0.52,0.28,0.31,0.28,0.41
3056,2013_1172_1355,0.5,2013,1172,1355,25,22,24.56,25.32,3.67,3.8,53.16,54.68,5.97,6.76,7.5,7.84,2.83,2.44,20.47,19.87,5.19,4.53,16.47,14.16,4.8,5.69,20.56,18.32,5.35,7.25,9.03,9.16,3.74,3.5,24.44,24.77,5.71,5.78,13.75,13.9,3.52,3.79,11.0,10.55,3.22,4.1,5.72,5.1,2.67,2.62,2.75,2.19,1.8,1.85,17.62,14.32,4.13,3.99,0.39,0.34,0.53,0.54,0.28,0.27,0.28,0.28
3057,2013_1172_1361,0.5,2013,1172,1361,25,20,24.56,24.27,3.67,4.22,53.16,56.17,5.97,6.53,7.5,5.9,2.83,3.07,20.47,18.2,5.19,4.3,16.47,13.83,4.8,5.31,20.56,20.23,5.35,7.62,9.03,10.8,3.74,4.31,24.44,25.87,5.71,4.54,13.75,12.03,3.52,4.44,11.0,11.93,3.22,3.41,5.72,6.57,2.67,2.65,2.75,4.37,1.8,2.48,17.62,15.2,4.13,3.61,0.39,0.37,0.53,0.49,0.28,0.3,0.28,0.31
3058,2013_1172_1380,0.5,2013,1172,1380,25,20,24.56,22.66,3.67,5.14,53.16,52.9,5.97,5.37,7.5,6.62,2.83,2.77,20.47,18.21,5.19,4.08,16.47,14.66,4.8,5.51,20.56,21.31,5.35,8.68,9.03,8.83,3.74,3.61,24.44,25.72,5.71,5.85,13.75,10.76,3.52,4.11,11.0,11.0,3.22,3.59,5.72,7.03,2.67,3.19,2.75,4.0,1.8,2.19,17.62,17.48,4.13,5.19,0.39,0.41,0.53,0.49,0.28,0.28,0.28,0.27
3059,2013_1172_1387,0.5,2013,1172,1387,25,27,24.56,23.12,3.67,3.99,53.16,51.67,5.97,7.57,7.5,6.15,2.83,2.64,20.47,17.73,5.19,5.61,16.47,16.3,4.8,5.59,20.56,23.09,5.35,7.12,9.03,9.03,3.74,3.64,24.44,23.82,5.71,3.94,13.75,12.88,3.52,3.21,11.0,11.48,3.22,3.59,5.72,7.48,2.67,3.35,2.75,3.15,1.8,1.79,17.62,17.36,4.13,4.45,0.39,0.46,0.53,0.51,0.28,0.31,0.28,0.28
3060,2013_1172_1388,0.5,2013,1172,1388,25,26,24.56,26.06,3.67,4.55,53.16,55.25,5.97,5.7,7.5,7.84,2.83,2.83,20.47,21.03,5.19,5.59,16.47,14.91,4.8,6.09,20.56,20.41,5.35,7.28,9.03,11.94,3.74,3.93,24.44,24.88,5.71,4.54,13.75,14.5,3.52,4.96,11.0,11.94,3.22,3.56,5.72,6.03,2.67,2.43,2.75,2.97,1.8,1.8,17.62,17.53,4.13,3.7,0.39,0.38,0.53,0.54,0.28,0.32,0.28,0.37
3061,2013_1172_1393,0.5,2013,1172,1393,25,26,24.56,25.69,3.67,5.9,53.16,58.37,5.97,8.99,7.5,6.06,2.83,3.02,20.47,18.11,5.19,5.41,16.47,13.91,4.8,5.94,20.56,20.6,5.35,8.06,9.03,14.54,3.74,5.16,24.44,24.2,5.71,6.46,13.75,14.54,3.52,5.46,11.0,12.63,3.22,4.12,5.72,8.89,2.67,3.46,2.75,6.2,1.8,2.97,17.62,16.17,4.13,4.41,0.39,0.36,0.53,0.49,0.28,0.35,0.28,0.39
3062,2013_1172_1396,0.5,2013,1172,1396,25,23,24.56,25.19,3.67,3.33,53.16,58.59,5.97,6.19,7.5,7.28,2.83,2.85,20.47,21.81,5.19,5.63,16.47,15.09,4.8,6.11,20.56,20.81,5.35,7.74,9.03,11.34,3.74,3.77,24.44,23.09,5.71,4.1,13.75,14.88,3.52,3.41,11.0,10.97,3.22,3.44,5.72,8.03,2.67,3.35,2.75,3.69,1.8,1.75,17.62,16.41,4.13,3.63,0.39,0.36,0.53,0.49,0.28,0.26,0.28,0.31
3063,2013_1172_1417,0.5,2013,1172,1417,25,25,24.56,27.68,3.67,4.81,53.16,60.82,5.97,7.02,7.5,4.91,2.83,2.43,20.47,14.47,5.19,5.16,16.47,14.47,4.8,5.42,20.56,20.03,5.35,7.72,9.03,10.82,3.74,3.29,24.44,25.47,5.71,4.98,13.75,16.15,3.52,5.46,11.0,11.06,3.22,3.06,5.72,8.18,2.67,2.6,2.75,3.68,1.8,2.18,17.62,14.91,4.13,3.13,0.39,0.34,0.53,0.5,0.28,0.25,0.28,0.3
3064,2013_1172_1424,0.5,2013,1172,1424,25,24,24.56,24.94,3.67,3.95,53.16,57.12,5.97,5.57,7.5,6.48,2.83,1.79,20.47,19.82,5.19,5.04,16.47,14.73,4.8,6.53,20.56,20.85,5.35,8.42,9.03,11.76,3.74,3.98,24.44,28.09,5.71,4.2,13.75,16.0,3.52,4.91,11.0,14.06,3.22,3.38,5.72,7.18,2.67,2.95,2.75,5.82,1.8,2.71,17.62,16.94,4.13,3.72,0.39,0.37,0.53,0.49,0.28,0.38,0.28,0.33
3065,2013_1172_1433,0.5,2013,1172,1433,25,26,24.56,28.0,3.67,5.53,53.16,62.35,5.97,8.77,7.5,7.94,2.83,3.63,20.47,22.59,5.19,6.76,16.47,13.38,4.8,5.4,20.56,19.09,5.35,6.89,9.03,13.88,3.74,3.79,24.44,20.94,5.71,3.42,13.75,14.71,3.52,5.47,11.0,11.82,3.22,3.31,5.72,11.82,2.67,4.75,2.75,3.15,1.8,2.03,17.62,19.91,4.13,3.36,0.39,0.32,0.53,0.51,0.28,0.29,0.28,0.37
3066,2013_1172_1434,0.5,2013,1172,1434,25,25,24.56,24.25,3.67,4.64,53.16,49.81,5.97,7.08,7.5,7.44,2.83,3.19,20.47,19.84,5.19,4.16,16.47,15.53,4.8,6.89,20.56,21.06,5.35,8.45,9.03,8.94,3.74,4.35,24.44,23.91,5.71,4.64,13.75,13.88,3.52,4.32,11.0,14.41,3.22,4.61,5.72,6.38,2.67,2.54,2.75,3.25,1.8,2.23,17.62,17.5,4.13,3.47,0.39,0.44,0.53,0.56,0.28,0.47,0.28,0.31
3067,2013_1172_1437,0.5,2013,1172,1437,25,19,24.56,21.19,3.67,4.18,53.16,51.22,5.97,7.53,7.5,6.09,2.83,2.9,20.47,18.09,5.19,4.93,16.47,18.97,4.8,6.71,20.56,26.28,5.35,8.07,9.03,11.16,3.74,5.11,24.44,24.97,5.71,3.82,13.75,12.28,3.52,3.16,11.0,15.62,3.22,4.29,5.72,7.53,2.67,3.36,2.75,3.47,1.8,2.17,17.62,19.03,4.13,4.2,0.39,0.53,0.53,0.48,0.28,0.48,0.28,0.32
3068,2013_1172_1443,0.5,2013,1172,1443,25,19,24.56,23.26,3.67,4.29,53.16,54.03,5.97,7.14,7.5,6.53,2.83,2.11,20.47,19.65,5.19,4.36,16.47,13.94,4.8,5.48,20.56,20.5,5.35,7.18,9.03,11.91,3.74,3.5,24.44,23.76,5.71,4.53,13.75,11.26,3.52,4.19,11.0,15.06,3.22,4.77,5.72,6.09,2.67,2.39,2.75,3.26,1.8,1.88,17.62,18.94,4.13,3.82,0.39,0.39,0.53,0.49,0.28,0.58,0.28,0.35
3069,2013_1172_1455,0.5,2013,1172,1455,25,26,24.56,24.59,3.67,4.1,53.16,55.5,5.97,5.87,7.5,6.59,2.83,2.13,20.47,19.56,5.19,3.29,16.47,13.68,4.8,4.66,20.56,19.88,5.35,5.92,9.03,13.15,3.74,4.61,24.44,25.29,5.71,5.02,13.75,13.79,3.52,4.33,11.0,12.79,3.22,3.73,5.72,7.47,2.67,2.89,2.75,4.47,1.8,2.57,17.62,17.71,4.13,4.87,0.39,0.36,0.53,0.51,0.28,0.37,0.28,0.37
3070,2013_1172_1458,0.5,2013,1172,1458,25,23,24.56,23.76,3.67,4.99,53.16,55.88,5.97,6.25,7.5,7.41,2.83,2.68,20.47,22.18,5.19,4.83,16.47,10.59,4.8,5.93,20.56,16.74,5.35,8.56,9.03,11.5,3.74,4.29,24.44,25.18,5.71,5.48,13.75,13.38,3.52,3.76,11.0,9.74,3.22,3.17,5.72,5.68,2.67,3.24,2.75,4.29,1.8,2.43,17.62,13.97,4.13,4.19,0.39,0.3,0.53,0.49,0.28,0.25,0.28,0.32
3071,2013_1181_1195,0.5,2013,1181,1195,27,22,27.34,26.22,3.85,4.16,57.41,57.5,6.96,7.41,7.75,6.62,2.88,3.2,19.09,20.03,4.71,5.54,15.84,13.28,6.05,4.68,21.66,19.81,6.77,6.84,9.66,11.69,3.57,3.77,24.16,24.75,4.28,3.77,14.69,13.72,4.06,3.25,10.72,14.66,3.72,4.32,6.53,8.81,2.53,2.76,3.78,3.78,2.04,2.24,17.72,17.59,3.34,3.94,0.39,0.36,0.55,0.51,0.25,0.42,0.29,0.33
3072,2013_1181_1196,0.5,2013,1181,1196,27,26,27.34,26.21,3.85,4.0,57.41,54.52,6.96,5.56,7.75,8.39,2.88,2.93,19.09,22.06,4.71,6.14,15.84,10.82,6.05,4.71,21.66,15.88,6.77,6.46,9.66,10.55,3.57,3.65,24.16,24.52,4.28,4.98,14.69,14.82,4.06,4.86,10.72,11.12,3.72,3.41,6.53,6.97,2.53,3.48,3.78,3.3,2.04,2.26,17.72,14.12,3.34,3.29,0.39,0.3,0.55,0.56,0.25,0.31,0.29,0.34
3073,2013_1181_1207,0.5,2013,1181,1207,27,25,27.34,23.0,3.85,5.28,57.41,50.42,6.96,6.63,7.75,5.87,2.88,2.69,19.09,16.42,4.71,4.96,15.84,12.71,6.05,5.75,21.66,18.68,6.77,8.17,9.66,9.23,3.57,3.2,24.16,23.71,4.28,5.23,14.69,14.81,4.06,4.14,10.72,12.68,3.72,3.46,6.53,7.55,2.53,3.21,3.78,3.84,2.04,1.92,17.72,16.87,3.34,4.43,0.39,0.39,0.55,0.51,0.25,0.39,0.29,0.31
3074,2013_1181_1211,0.5,2013,1181,1211,27,30,27.34,27.31,3.85,4.72,57.41,54.78,6.96,6.98,7.75,6.22,2.88,2.72,19.09,17.06,4.71,5.08,15.84,15.97,6.05,5.88,21.66,22.44,6.77,7.16,9.66,11.47,3.57,3.2,24.16,25.62,4.28,5.13,14.69,14.84,4.06,3.22,10.72,11.16,3.72,3.41,6.53,7.88,2.53,3.31,3.78,2.78,2.04,1.74,17.72,15.91,3.34,3.28,0.39,0.42,0.55,0.55,0.25,0.29,0.29,0.37
3075,2013_1181_1217,0.5,2013,1181,1217,27,18,27.34,22.7,3.85,3.87,57.41,47.04,6.96,4.74,7.75,6.37,2.88,2.54,19.09,15.89,4.71,3.98,15.84,17.15,6.05,6.3,21.66,23.7,6.77,8.49,9.66,7.15,3.57,3.27,24.16,21.96,4.28,3.25,14.69,13.07,4.06,4.24,10.72,13.67,3.72,3.95,6.53,7.37,2.53,2.42,3.78,4.15,2.04,3.01,17.72,15.11,3.34,3.56,0.39,0.51,0.55,0.55,0.25,0.41,0.29,0.26
3076,2013_1181_1228,0.5,2013,1181,1228,27,21,27.34,23.94,3.85,4.32,57.41,57.94,6.96,7.32,7.75,7.7,2.88,3.09,19.09,23.85,4.71,4.56,15.84,13.06,6.05,4.71,21.66,18.09,6.77,6.47,9.66,11.85,3.57,3.59,24.16,21.45,4.28,4.99,14.69,10.15,4.06,3.53,10.72,11.48,3.72,3.82,6.53,6.88,2.53,2.39,3.78,3.91,2.04,2.26,17.72,18.21,3.34,4.46,0.39,0.32,0.55,0.48,0.25,0.3,0.29,0.33
3077,2013_1181_1231,0.5,2013,1181,1231,27,27,27.34,26.88,3.85,5.16,57.41,55.27,6.96,8.01,7.75,7.3,2.88,2.3,19.09,17.76,4.71,4.05,15.84,18.94,6.05,6.63,21.66,25.42,6.77,9.23,9.66,12.45,3.57,3.63,24.16,26.15,4.28,4.6,14.69,14.55,4.06,4.79,10.72,13.0,3.72,3.02,6.53,7.48,2.53,2.88,3.78,3.73,2.04,1.86,17.72,17.09,3.34,2.87,0.39,0.48,0.55,0.55,0.25,0.34,0.29,0.4
3078,2013_1181_1233,0.5,2013,1181,1233,27,20,27.34,28.27,3.85,4.84,57.41,61.85,6.96,8.78,7.75,8.39,2.88,3.64,19.09,22.52,4.71,6.95,15.84,15.76,6.05,5.94,21.66,20.24,6.77,7.24,9.66,11.55,3.57,3.87,24.16,24.48,4.28,5.36,14.69,15.45,4.06,5.53,10.72,12.18,3.72,3.27,6.53,6.61,2.53,2.66,3.78,3.0,2.04,1.37,17.72,17.09,3.34,3.81,0.39,0.34,0.55,0.53,0.25,0.28,0.29,0.32
3079,2013_1181_1235,0.5,2013,1181,1235,27,22,27.34,27.58,3.85,4.11,57.41,60.61,6.96,8.51,7.75,9.85,2.88,3.07,19.09,26.61,4.71,5.34,15.84,14.64,6.05,7.42,21.66,20.03,6.77,9.4,9.66,12.27,3.57,4.69,24.16,26.45,4.28,5.33,14.69,15.97,4.06,4.12,10.72,13.27,3.72,4.19,6.53,6.52,2.53,2.56,3.78,2.91,2.04,2.16,17.72,16.97,3.34,3.84,0.39,0.34,0.55,0.54,0.25,0.34,0.29,0.34
3080,2013_1181_1241,0.5,2013,1181,1241,27,20,27.34,22.53,3.85,4.3,57.41,53.62,6.96,5.68,7.75,5.74,2.88,1.97,19.09,17.21,4.71,4.37,15.84,14.38,6.05,4.12,21.66,20.53,6.77,5.5,9.66,10.0,3.57,3.6,24.16,22.71,4.28,4.41,14.69,11.74,4.06,4.06,10.72,11.18,3.72,3.34,6.53,7.88,2.53,2.94,3.78,4.5,2.04,2.18,17.72,17.15,3.34,3.69,0.39,0.39,0.55,0.47,0.25,0.29,0.29,0.29
3081,2013_1181_1242,0.5,2013,1181,1242,27,29,27.34,26.62,3.85,5.15,57.41,55.47,6.96,6.95,7.75,6.03,2.88,3.21,19.09,16.41,4.71,4.86,15.84,16.12,6.05,5.13,21.66,22.0,6.77,6.39,9.66,10.97,3.57,3.29,24.16,28.15,4.28,4.67,14.69,15.65,4.06,5.33,10.72,13.68,3.72,2.42,6.53,7.18,2.53,2.89,3.78,6.62,2.04,3.31,17.72,16.97,3.34,4.14,0.39,0.41,0.55,0.54,0.25,0.36,0.29,0.34
3082,2013_1181_1243,0.5,2013,1181,1243,27,26,27.34,24.67,3.85,3.92,57.41,57.09,6.96,6.47,7.75,6.82,2.88,2.54,19.09,18.97,4.71,4.69,15.84,12.52,6.05,5.01,21.66,18.15,6.77,6.47,9.66,13.39,3.57,5.09,24.16,21.27,4.28,4.32,14.69,16.0,4.06,4.19,10.72,11.61,3.72,3.43,6.53,7.03,2.53,2.47,3.78,3.64,2.04,1.78,17.72,18.27,3.34,3.9,0.39,0.32,0.55,0.49,0.25,0.32,0.29,0.38
3083,2013_1181_1247,0.5,2013,1181,1247,27,21,27.34,25.73,3.85,4.16,57.41,57.4,6.96,7.93,7.75,7.6,2.88,3.82,19.09,20.5,4.71,5.81,15.84,13.37,6.05,5.39,21.66,18.1,6.77,6.1,9.66,10.1,3.57,3.87,24.16,21.6,4.28,4.69,14.69,14.37,4.06,5.34,10.72,11.7,3.72,3.81,6.53,8.07,2.53,2.74,3.78,3.57,2.04,1.98,17.72,15.3,3.34,3.71,0.39,0.32,0.55,0.52,0.25,0.3,0.29,0.29
3084,2013_1181_1251,0.5,2013,1181,1251,27,12,27.34,22.69,3.85,4.65,57.41,53.84,6.96,7.24,7.75,6.78,2.88,2.46,19.09,18.47,4.71,5.21,15.84,15.22,6.05,5.9,21.66,20.75,6.77,6.86,9.66,10.06,3.57,3.51,24.16,24.81,4.28,4.31,14.69,11.62,4.06,3.72,10.72,13.31,3.72,3.89,6.53,5.12,2.53,2.28,3.78,2.91,2.04,2.05,17.72,18.91,3.34,4.21,0.39,0.39,0.55,0.49,0.25,0.39,0.29,0.29
3085,2013_1181_1254,0.5,2013,1181,1254,27,20,27.34,27.09,3.85,4.17,57.41,56.03,6.96,6.96,7.75,7.36,2.88,2.46,19.09,19.12,4.71,4.43,15.84,17.91,6.05,6.27,21.66,25.97,6.77,8.21,9.66,11.79,3.57,3.28,24.16,23.61,4.28,5.8,14.69,15.27,4.06,3.25,10.72,14.39,3.72,4.77,6.53,6.82,2.53,2.76,3.78,3.52,2.04,1.87,17.72,17.73,3.34,3.63,0.39,0.48,0.55,0.55,0.25,0.39,0.29,0.35
3086,2013_1181_1257,0.5,2013,1181,1257,27,29,27.34,25.85,3.85,4.37,57.41,58.06,6.96,7.0,7.75,5.82,2.88,2.61,19.09,17.62,4.71,6.42,15.84,16.03,6.05,6.67,21.66,22.53,6.77,8.7,9.66,13.62,3.57,4.32,24.16,23.88,4.28,4.52,14.69,15.0,4.06,4.44,10.72,12.68,3.72,3.22,6.53,10.74,2.53,2.65,3.78,4.24,2.04,1.91,17.72,17.74,3.34,4.47,0.39,0.39,0.55,0.5,0.25,0.34,0.29,0.38
3087,2013_1181_1266,0.5,2013,1181,1266,27,23,27.34,24.52,3.85,4.46,57.41,52.55,6.96,6.69,7.75,4.26,2.88,1.53,19.09,14.16,4.71,3.83,15.84,15.71,6.05,7.37,21.66,21.74,6.77,8.14,9.66,11.52,3.57,3.72,24.16,23.45,4.28,4.58,14.69,14.35,4.06,4.46,10.72,13.61,3.72,3.17,6.53,6.74,2.53,2.8,3.78,3.42,2.04,2.22,17.72,16.97,3.34,4.05,0.39,0.42,0.55,0.51,0.25,0.4,0.29,0.37
3088,2013_1181_1272,0.5,2013,1181,1272,27,30,27.34,27.56,3.85,5.37,57.41,57.59,6.96,7.61,7.75,6.18,2.88,2.7,19.09,16.29,4.71,5.02,15.84,14.56,6.05,5.66,21.66,21.85,6.77,7.91,9.66,12.26,3.57,4.2,24.16,25.53,4.28,3.95,14.69,17.21,4.06,5.43,10.72,14.62,3.72,4.02,6.53,8.97,2.53,3.27,3.78,6.29,2.04,2.8,17.72,18.09,3.34,4.32,0.39,0.39,0.55,0.53,0.25,0.4,0.29,0.36
